,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
84,,@surekhamaddewad5305,"2024-05-08 04:46:23",0,no,no,"Where is this",UCxaDusrvH_JL5DokryLhgSQ,UgzYikt10NGd_8rTkW14AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgzYikt10NGd_8rTkW14AaABAg
85,,@sumansingh6369,"2024-05-26 13:41:41",1,no,no,❤,UC5YE4Kyptu_zxlN1cFKnLYw,UgwIdbAF4szftyoP8y94AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgwIdbAF4szftyoP8y94AaABAg
86,,@LalitaDevi-wr1yg,"2024-05-31 05:21:21",0,no,no,"Fee kitni hai",UC97CZOF8P4QlzF4bMMx6Ryw,UgydxCuruWgldrk6Pup4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgydxCuruWgldrk6Pup4AaABAg
87,,@aarav7382,"2024-06-19 05:07:04",0,no,no,"What's the fees for 10th std. Boy cbse.. Sir.. Plz Reply",UCIJBKLzeqhSIC0NTpeGldEg,UgxWrDqcD3JxjI1QdyB4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgxWrDqcD3JxjI1QdyB4AaABAg
88,,@sanjaykumarrathaur1740,"2024-06-23 08:02:17",0,no,no,"Hello 1:01",UCqDn0VsxdxyNDAZT9_fdjUw,Ugz1E_T0QPGCoTVI2B94AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugz1E_T0QPGCoTVI2B94AaABAg
89,,@BholakumarSah-er8pe,"2024-06-26 23:29:30",0,no,no,"Sir 6 to 10 hostel fee kitna hai",UC_dS6ZkTKa3Q_C_mNQsT1fQ,UgxAZ523nEYYcB_07Xx4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgxAZ523nEYYcB_07Xx4AaABAg
90,,@rajarammeena3836,"2024-06-28 17:07:05",0,no,no,"6th क्लास टोटल फीस क्या है हॉस्टल सहित",UCg-L3332Pz9OaWWqBAy6uVw,Ugy6XmH3kahpVyljdht4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugy6XmH3kahpVyljdht4AaABAg
91,,@JitendraKumar-sw5pf,"2024-07-02 10:10:36",0,no,no,"Fee बताने मे कुछ ज्यादा टाइम लग़ जाता क्या?",UCtBA7g23ogrY4HgUbg93i6w,UgzrT5kcU93X7oKESPd4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgzrT5kcU93X7oKESPd4AaABAg
92,,@JitendraKumar-sw5pf,"2024-07-02 10:19:24",0,no,no,"मैंने बात किया, ऐसा कुछ नहीं है. False vdo",UCtBA7g23ogrY4HgUbg93i6w,Ugz6otsOe0ta_ixWokB4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugz6otsOe0ta_ixWokB4AaABAg
93,,@sahil5496,"2024-07-28 10:11:17",2,no,no,"As per my knowledge coaching kids below 16 has to be stopped",UCqvqi3gGJ8cySXcgWewfWhQ,UgwQqr6c-lEQiFzYcwR4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgwQqr6c-lEQiFzYcwR4AaABAg
94,,@ANSHHARYANVI,"2024-07-29 13:22:28",0,no,no,"Es building ka address btao please",UCb603TImgm2FpFhGAlQ44Bg,Ugy4WO5DdPAylqBeLYN4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugy4WO5DdPAylqBeLYN4AaABAg
95,,@krishnachoudhary3906,"2024-07-29 14:43:38",0,no,no,"Sir 8th students ka fees kiya hai",UCT0AV-cONVKxYaoaZg2dbFQ,UgxaSqwLXd_7JwwjCj54AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgxaSqwLXd_7JwwjCj54AaABAg
96,,@SaritaRajbhar-m9q,"2024-07-31 11:28:41",0,no,no,"Kitana fees lagata  Har class ka",UCfq337mEUuv6NpysfOQy5Jg,Ugxqj3Fj574ylVunkLx4AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugxqj3Fj574ylVunkLx4AaABAg
97,,@subirmondal2775,"2024-08-18 05:11:17",0,no,no,"Please contact number for admission to Residence",UCXB9_lB8QO4_uRrKVevWhgg,UgyWjoFR-Vz8mqGaXq54AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgyWjoFR-Vz8mqGaXq54AaABAg
98,,@subirmondal2775,"2024-08-22 13:19:52",0,no,no,"I want to admission for my girl",UCXB9_lB8QO4_uRrKVevWhgg,Ugxhbjd1FoVuF1wMqt54AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=Ugxhbjd1FoVuF1wMqt54AaABAg
99,,@TheresAStarman21,"2024-09-18 05:03:58",0,no,no,"This looks so dystopian, kids already being treated to cattle treatment this early in life.",UCcneP_Vp4qkvrrAFStA2L9Q,UgzurCLyOKd22-9rsi14AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgzurCLyOKd22-9rsi14AaABAg
100,,@tarunchoudhary1828,"2024-10-04 09:35:18",0,no,no,"Sir nantar main bacha ko kharab kar deya jata hai plise",UCwZAEc3_6lrbQc_b8sEOf5Q,UgxrkHjPjp7YI-MTEV94AaABAg,https://www.youtube.com/watch?v=gf9-SSAPURA&lc=UgxrkHjPjp7YI-MTEV94AaABAg
